lam_obs_vac_nm,err_lam_obs_vac_nm,lam_ritz_vac_nm,err_lam_ritz_vac_nm,rel_intensity,einstein_aki,ion_name
  369.317700,  0.000600,  369.317470,  0.000005,1.000000e+00,0.000000e+00,Ar II     
  369.569500,  0.000600,  369.569363,  0.000005,2.000000e+00,0.000000e+00,Ar II     
  369.704000,  0.002000,  369.713820,  0.000100,9.000000e+00,0.000000e+00,Ar III    
  370.305800,  0.000600,  370.305490,  0.000004,2.000000e+00,0.000000e+00,Ar II     
  370.460400,  0.000600,  370.460400,  0.000500,1.000000e+00,0.000000e+00,Ar II     
  370.798490,  0.000030,  370.798439,  0.000008,7.000000e+00,2.000000e+05,Ar II     
  371.096400,  0.000060,  371.096392,  0.000004,1.100000e+01,4.700000e+06,Ar II     
  371.382000,  0.002000,  371.384960,  0.000050,1.000000e+01,0.000000e+00,Ar III    
  371.407500,  0.000600,  371.407136,  0.000004,2.000000e+00,0.000000e+00,Ar II     
  371.578990,  0.000040,  371.578990,  0.000006,1.400000e+01,2.000000e+05,Ar II     
  371.761000,  0.002000,  371.761400,  0.001400,8.000000e+00,0.000000e+00,Ar III    
  371.822950,  0.000150,  371.822838,  0.000006,6.000000e+00,5.200000e+06,Ar II     
  371.926375,  0.000010,  371.926371,  0.000006,9.300000e+01,2.000000e+08,Ar II     
  372.148400,  0.000110,  372.148409,  0.000004,1.200000e+01,1.700000e+07,Ar II     
  372.431000,  0.002000,  372.430020,  0.000070,5.000000e+00,0.000000e+00,Ar III    
  372.557490,  0.000050,  372.557530,  0.000006,1.400000e+01,3.400000e+07,Ar II     
  373.036872,  0.000010,  373.036863,  0.000006,2.340000e+02,4.800000e+07,Ar II     
  373.655010,  0.000170,  373.654973,  0.000006,4.000000e+00,3.000000e+05,Ar II     
  373.895165,  0.000010,  373.895165,  0.000004,1.260000e+02,2.300000e+08,Ar II     
  374.533800,  0.000600,  374.533530,  0.000018,1.000000e+00,0.000000e+00,Ar II     
  374.751187,  0.000010,  374.751199,  0.000004,2.750000e+02,0.000000e+00,Ar II     
  374.797810,  0.000100,  374.797808,  0.000004,7.000000e+00,2.100000e+06,Ar II     
  375.154610,  0.000050,  375.154548,  0.000008,1.300000e+01,1.000000e+05,Ar II     
  375.211300,  0.000600,  375.211836,  0.000006,2.000000e+00,0.000000e+00,Ar II     
  375.239600,  0.000600,  375.239210,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  375.392300,  0.000600,  375.391990,  0.000004,5.000000e-01,0.000000e+00,Ar II     
  375.458400,  0.000030,  375.458407,  0.000006,2.600000e+01,0.000000e+00,Ar II     
  375.511620,  0.000080,  375.511621,  0.000010,1.100000e+01,0.000000e+00,Ar II     
  375.745000,  0.002000,  375.745300,  0.001400,9.000000e+00,0.000000e+00,Ar III    
  375.773770,  0.000200,  375.773662,  0.000004,4.000000e+00,0.000000e+00,Ar II     
  376.418000,  0.000600,  376.417957,  0.000004,2.000000e+00,0.000000e+00,Ar II     
  376.457350,  0.000050,  376.457440,  0.000006,1.700000e+01,1.780000e+07,Ar II     
  376.633955,  0.000010,  376.633953,  0.000004,1.860000e+02,9.800000e+07,Ar II     
  376.718827,  0.000010,  376.718846,  0.000006,9.100000e+01,7.400000e+06,Ar II     
  377.144000,  0.001000,  377.144000,  0.001000,2.000000e+01,7.000000e+04,Ar I      
  377.159060,  0.000040,  377.159046,  0.000006,3.300000e+01,4.100000e+07,Ar II     
  377.559400,  0.000600,  377.559138,  0.000004,4.000000e+00,0.000000e+00,Ar II     
  377.860400,  0.000080,  377.860413,  0.000006,5.000000e+00,1.100000e+06,Ar II     
  378.191329,  0.000010,  378.191342,  0.000006,8.100000e+01,7.700000e+07,Ar II     
  378.745720,  0.000040,  378.745730,  0.000006,2.000000e+01,1.500000e+06,Ar II     
  379.430300,  0.000600,  379.430509,  0.000006,1.000000e+00,0.000000e+00,Ar II     
  379.642116,  0.000010,  379.642115,  0.000023,1.480000e+02,0.000000e+00,Ar III    
  379.767110,  0.000060,  379.767100,  0.000006,1.300000e+01,2.500000e+07,Ar II     
  380.045980,  0.000060,  380.046057,  0.000006,1.200000e+01,1.700000e+07,Ar II     
  380.133000,  0.003000,  380.131610,  0.000060,6.000000e+00,0.000000e+00,Ar III    
  380.425169,  0.000010,  380.425174,  0.000006,6.900000e+01,1.500000e+08,Ar II     
  380.965560,  0.000060,  380.965549,  0.000006,1.400000e+01,1.000000e+06,Ar II     
  381.053710,  0.000020,  381.053708,  0.000004,9.100000e+01,4.400000e+07,Ar II     
  381.229400,  0.000600,  381.229302,  0.000006,2.000000e+00,0.000000e+00,Ar II     
  381.678000,  0.003000,  381.676250,  0.000180,1.000000e+00,0.000000e+00,Ar III    
  382.009880,  0.000090,  382.009920,  0.000006,8.000000e+00,3.600000e+05,Ar II     
  382.433900,  0.000600,  382.433866,  0.000004,3.000000e+00,0.000000e+00,Ar II     
  382.675780,  0.000040,  382.675797,  0.000006,1.900000e+01,7.600000e+07,Ar II     
  382.789250,  0.000030,  382.789275,  0.000006,3.000000e+01,2.810000e+07,Ar II     
  383.125200,  0.000600,  383.125122,  0.000004,1.000000e+00,0.000000e+00,Ar II     
  383.148190,  0.000120,  383.148048,  0.000006,6.000000e+00,4.000000e+05,Ar II     
  383.160770,  0.000110,  383.160684,  0.000009,7.000000e+00,0.000000e+00,Ar II     
  383.576700,  0.001000,  383.576600,  0.001000,7.000000e+00,7.500000e+05,Ar I      
  383.932800,  0.000600,  383.932800,  0.000400,1.000000e+00,0.000000e+00,Ar II     
  384.260830,  0.000050,  384.260804,  0.000010,1.800000e+01,2.690000e+07,Ar II     
  384.565260,  0.000100,  384.565261,  0.000003,6.000000e+00,3.000000e+05,Ar II     
  384.582110,  0.000170,  384.582133,  0.000006,5.000000e+00,4.800000e+06,Ar II     
  384.649560,  0.000020,  384.649573,  0.000006,3.200000e+01,1.600000e+06,Ar II     
  385.167281,  0.000010,  385.167280,  0.000004,2.630000e+02,3.870000e+07,Ar II     
  385.625350,  0.000100,  385.625352,  0.000006,6.000000e+00,1.500000e+06,Ar II     
  385.723090,  0.000170,  385.723095,  0.000009,6.000000e+00,0.000000e+00,Ar II     
  385.938630,  0.000050,  385.938650,  0.000100,8.000000e+00,0.000000e+00,Ar III    
  386.244300,  0.000600,  386.244260,  0.000007,3.000000e+00,0.000000e+00,Ar II     
  386.962478,  0.000010,  386.962488,  0.000006,1.660000e+02,1.400000e+08,Ar II     
  387.323370,  0.000070,  387.323464,  0.000006,1.100000e+01,1.500000e+07,Ar II     
  387.532000,  0.003000,  387.530940,  0.000200,4.000000e+00,0.000000e+00,Ar III    
  387.636254,  0.000010,  387.636249,  0.000009,7.800000e+01,8.200000e+06,Ar II     
  388.143210,  0.000050,  388.143264,  0.000011,1.500000e+01,2.320000e+07,Ar II     
  389.250370,  0.000060,  389.250387,  0.000011,1.400000e+01,4.300000e+06,Ar II     
  389.308150,  0.000020,  389.308148,  0.000008,5.000000e+01,6.300000e+06,Ar II     
  389.635420,  0.000140,  389.635311,  0.000009,5.000000e+00,0.000000e+00,Ar II     
  390.173010,  0.000100,  390.173140,  0.000006,8.000000e+00,7.200000e+06,Ar II     
  390.895000,  0.003000,  390.892000,  0.003000,7.000000e+00,0.000000e+00,Ar III    
  391.268380,  0.000110,  391.268377,  0.000008,6.000000e+00,7.700000e+06,Ar II     
  391.587610,  0.000040,  391.587568,  0.000008,2.500000e+01,3.700000e+06,Ar II     
  391.887640,  0.000130,  391.887642,  0.000006,5.000000e+00,1.000000e+05,Ar II     
  392.347000,  0.000600,  392.346866,  0.000006,2.000000e+00,3.000000e+05,Ar II     
  392.466700,  0.000600,  392.466600,  0.000600,1.000000e+00,0.000000e+00,Ar II     
  392.683018,  0.000010,  392.683007,  0.000006,1.290000e+02,1.400000e+08,Ar II     
  392.715680,  0.000060,  392.715711,  0.000005,1.300000e+01,0.000000e+00,Ar II     
  392.973504,  0.000010,  392.973516,  0.000006,1.910000e+02,2.440000e+07,Ar II     
  393.234830,  0.000060,  393.234851,  0.000011,1.700000e+01,2.000000e+06,Ar II     
  393.365966,  0.000010,  393.365974,  0.000006,9.100000e+01,9.300000e+07,Ar II     
  393.638900,  0.000600,  393.639586,  0.000014,1.000000e+00,0.000000e+00,Ar II     
  393.995800,  0.000600,  393.995886,  0.000006,1.000000e+00,0.000000e+00,Ar II     
  394.538760,  0.000020,  394.538766,  0.000006,4.900000e+01,4.100000e+06,Ar II     
  394.721380,  0.000010,  394.721381,  0.000005,2.040000e+02,1.400000e+08,Ar II     
  394.862200,  0.001000,  394.862200,  0.001000,7.000000e+00,5.600000e+04,Ar I      
  395.009700,  0.001000,  395.009600,  0.001000,3.500000e+01,4.600000e+05,Ar I      
  395.384660,  0.000050,  395.384745,  0.000006,1.600000e+01,2.080000e+07,Ar II     
  395.949910,  0.000120,  395.949999,  0.000006,7.000000e+00,3.800000e+06,Ar II     
  396.160790,  0.000190,  396.161060,  0.000100,5.000000e+00,0.000000e+00,Ar III    
  396.948160,  0.000020,  396.948158,  0.000006,5.900000e+01,4.800000e+06,Ar II     
  397.560070,  0.000020,  397.560059,  0.000003,5.000000e+01,2.000000e+06,Ar II     
  397.588260,  0.000060,  397.588291,  0.000006,1.500000e+01,9.000000e+05,Ar II     
  398.048098,  0.000010,  398.048101,  0.000008,8.700000e+01,9.800000e+07,Ar II     
  398.928520,  0.000060,  398.928513,  0.000006,1.200000e+01,4.100000e+06,Ar II     
  399.318200,  0.000040,  399.318193,  0.000006,2.100000e+01,1.600000e+06,Ar II     
  399.592120,  0.000020,  399.592154,  0.000010,5.800000e+01,1.600000e+08,Ar II     
  399.672000,  0.002000,  399.671600,  0.001100,8.000000e+00,0.000000e+00,Ar III    
  400.038260,  0.000030,  400.038269,  0.000021,4.000000e+00,0.000000e+00,Ar II     
  400.226910,  0.000030,  400.226885,  0.000013,3.000000e+00,6.000000e+05,Ar II     
  400.649440,  0.000090,  400.649510,  0.000030,1.000000e+01,0.000000e+00,Ar II     
  400.876500,  0.000800,  400.876124,  0.000006,2.000000e+00,0.000000e+00,Ar II     
  401.234230,  0.000060,  401.234312,  0.000005,1.200000e+01,3.100000e+06,Ar II     
  401.499069,  0.000010,  401.499069,  0.000008,1.450000e+02,1.050000e+07,Ar II     
  402.097960,  0.000100,  402.097910,  0.000030,7.000000e+00,0.000000e+00,Ar II     
  402.472350,  0.000150,  402.472240,  0.000130,4.000000e+00,0.000000e+00,Ar III    
  403.251610,  0.000140,  403.251714,  0.000010,6.000000e+00,7.500000e+06,Ar II     
  403.494881,  0.000010,  403.494895,  0.000007,9.500000e+01,9.800000e+07,Ar II     
  403.659970,  0.000020,  403.659995,  0.000005,5.000000e+01,4.400000e+06,Ar II     
  403.994500,  0.000050,  403.994491,  0.000008,1.800000e+01,1.200000e+06,Ar II     
  404.333200,  0.000800,  404.332299,  0.000007,3.000000e+00,4.000000e+05,Ar II     
  404.403558,  0.000010,  404.403560,  0.000005,2.880000e+02,4.060000e+07,Ar II     
  404.556100,  0.001000,  404.556100,  0.001000,5.000000e+01,3.300000e+05,Ar I      
  404.681980,  0.000080,  404.681904,  0.000008,8.000000e+00,1.600000e+06,Ar II     
  404.862370,  0.000110,  404.862419,  0.000008,1.000000e+01,0.000000e+00,Ar II     
  405.226600,  0.000200,  405.226488,  0.000010,5.000000e+00,0.000000e+00,Ar II     
  405.406540,  0.000010,  405.406537,  0.000010,1.780000e+02,6.700000e+07,Ar II     
  405.468500,  0.000800,  405.469228,  0.000007,1.000000e+00,0.000000e+00,Ar II     
  405.881800,  0.000800,  405.882135,  0.000007,1.000000e+00,2.000000e+04,Ar II     
  406.104000,  0.003000,  406.099000,  0.003000,3.000000e+00,0.000000e+00,Ar III    
  406.625940,  0.000030,  406.625909,  0.000007,3.000000e+00,1.100000e+06,Ar II     
  407.193320,  0.000080,  407.193330,  0.000030,1.000000e+01,0.000000e+00,Ar II     
  407.315410,  0.000010,  407.315411,  0.000005,7.080000e+02,5.800000e+07,Ar II     
  407.353420,  0.000010,  407.353422,  0.000005,1.780000e+02,0.000000e+00,Ar II     
  407.777920,  0.000020,  407.777920,  0.000007,8.500000e+01,8.000000e+07,Ar II     
  407.809430,  0.000020,  407.809403,  0.000005,4.700000e+01,9.900000e+07,Ar II     
  408.072518,  0.000010,  408.072517,  0.000005,1.000000e+02,1.190000e+07,Ar II     
  408.178796,  0.000010,  408.178794,  0.000013,8.500000e+01,0.000000e+00,Ar II     
  408.185430,  0.000030,  408.185421,  0.000018,4.000000e+01,0.000000e+00,Ar II     
  408.353931,  0.000010,  408.353932,  0.000007,7.600000e+01,2.900000e+06,Ar II     
  408.461900,  0.000800,  408.462904,  0.000018,1.000000e+00,0.000000e+00,Ar II     
  409.004560,  0.000180,  409.004530,  0.000170,7.000000e+00,0.000000e+00,Ar III    
  409.829150,  0.000030,  409.829181,  0.000013,2.800000e+01,0.000000e+00,Ar II     
  409.835970,  0.000080,  409.835861,  0.000020,1.200000e+01,0.000000e+00,Ar II     
  409.935000,  0.003000,  409.930800,  0.000080,4.000000e+00,0.000000e+00,Ar III    
  410.061240,  0.000080,  410.061263,  0.000008,1.100000e+01,0.000000e+00,Ar II     
  410.499043,  0.000010,  410.499035,  0.000003,1.580000e+02,1.300000e+08,Ar II     
  410.506995,  0.000010,  410.506996,  0.000007,4.470000e+02,1.200000e+08,Ar II     
  411.564800,  0.000800,  411.564942,  0.000020,2.000000e+00,0.000000e+00,Ar II     
  411.753700,  0.000120,  411.753634,  0.000017,8.000000e+00,0.000000e+00,Ar II     
  412.522100,  0.000800,  412.522463,  0.000014,1.000000e+00,0.000000e+00,Ar II     
  412.835000,  0.003000,  412.839200,  0.000700,4.000000e+00,0.000000e+00,Ar III    
  412.980450,  0.000050,  412.980448,  0.000005,1.800000e+01,1.400000e+06,Ar II     
  413.084690,  0.000070,  413.084701,  0.000005,1.200000e+01,0.000000e+00,Ar II     
  413.288864,  0.000010,  413.288871,  0.000007,8.910000e+02,8.500000e+07,Ar II     
  414.541400,  0.000300,  414.541290,  0.000030,5.000000e+00,0.000000e+00,Ar II     
  414.854700,  0.000800,  414.855131,  0.000007,2.000000e+00,1.800000e+04,Ar II     
  415.020000,  0.003000,  415.023300,  0.000700,3.000000e+00,0.000000e+00,Ar III    
  415.408000,  0.000800,  415.408000,  0.000900,5.000000e-01,0.000000e+00,Ar II     
  415.725720,  0.000020,  415.725723,  0.000007,6.000000e+01,3.900000e+07,Ar II     
  415.976200,  0.001000,  415.976300,  0.001000,4.000000e+02,1.400000e+06,Ar I      
  416.535400,  0.001000,  416.535300,  0.001000,5.000000e+01,2.900000e+05,Ar I      
  417.014480,  0.000180,  417.014298,  0.000017,6.000000e+00,0.000000e+00,Ar II     
  417.487000,  0.003000,  417.481200,  0.000300,2.000000e+00,0.000000e+00,Ar III    
  417.954270,  0.000070,  417.954297,  0.000007,1.300000e+01,1.200000e+06,Ar II     
  418.047510,  0.000030,  418.047495,  0.000005,5.000000e+01,1.300000e+07,Ar II     
  418.306300,  0.001000,  418.306200,  0.001000,5.000000e+01,5.600000e+05,Ar I      
  418.414560,  0.000120,  418.414500,  0.000120,1.800000e+01,0.000000e+00,Ar III    
  418.476990,  0.000040,  418.476980,  0.000030,4.000000e+00,0.000000e+00,Ar II     
  419.083130,  0.000060,  419.083163,  0.000007,1.600000e+01,0.000000e+00,Ar II     
  419.189400,  0.001000,  419.189400,  0.001000,1.000000e+02,2.800000e+05,Ar I      
  419.221000,  0.001000,  419.221000,  0.001000,5.000000e+01,5.400000e+05,Ar I      
  419.950000,  0.001000,  419.950000,  0.001000,2.000000e+02,2.570000e+06,Ar I      
  420.107200,  0.000150,  420.107230,  0.000030,9.000000e+00,0.000000e+00,Ar II     
  420.185800,  0.001000,  420.185800,  0.001000,4.000000e+02,9.700000e+05,Ar I      
  420.273940,  0.000080,  420.273803,  0.000007,1.000000e+01,0.000000e+00,Ar II     
  420.315516,  0.000010,  420.315506,  0.000007,5.900000e+01,2.100000e+06,Ar II     
  420.459470,  0.000060,  420.459499,  0.000016,1.800000e+01,0.000000e+00,Ar II     
  421.113000,  0.000800,  421.113171,  0.000007,1.000000e+00,1.800000e+05,Ar II     
  421.213600,  0.000800,  421.214502,  0.000023,1.000000e+00,0.000000e+00,Ar II     
  421.604100,  0.000800,  421.604900,  0.000120,2.000000e+00,0.000000e+00,Ar II     
  421.861850,  0.000040,  421.861853,  0.000007,2.700000e+01,0.000000e+00,Ar II     
  421.985300,  0.000020,  421.985304,  0.000004,5.900000e+01,3.600000e+07,Ar II     
  422.382619,  0.000010,  422.382630,  0.000005,7.600000e+01,6.900000e+07,Ar II     
  422.779940,  0.000050,  422.779879,  0.000007,1.600000e+01,0.000000e+00,Ar II     
  422.817783,  0.000010,  422.817788,  0.000005,8.900000e+01,4.100000e+07,Ar II     
  422.934844,  0.000010,  422.934848,  0.000004,3.310000e+02,1.310000e+07,Ar II     
  423.106000,  0.000040,  423.105991,  0.000009,2.600000e+01,0.000000e+00,Ar II     
  423.841262,  0.000010,  423.841268,  0.000005,2.690000e+02,1.120000e+07,Ar II     
  424.483500,  0.000800,  424.483904,  0.000007,2.000000e+00,2.000000e+05,Ar II     
  425.238200,  0.001000,  425.238200,  0.001000,2.500000e+01,1.110000e+05,Ar I      
  425.680060,  0.000090,  425.680062,  0.000005,8.000000e+00,2.100000e+06,Ar II     
  425.786100,  0.000800,  425.786700,  0.000030,1.000000e+00,0.000000e+00,Ar II     
  426.056100,  0.001000,  426.056100,  0.001000,2.000000e+02,3.980000e+06,Ar I      
  426.748700,  0.001000,  426.748700,  0.001000,1.000000e+02,3.100000e+05,Ar I      
  426.772732,  0.000010,  426.772743,  0.000007,2.880000e+02,1.640000e+07,Ar II     
  426.869100,  0.000800,  426.869916,  0.000007,3.000000e+00,0.000000e+00,Ar II     
  427.337100,  0.001000,  427.337100,  0.001000,1.500000e+02,8.000000e+05,Ar I      
  427.636230,  0.000030,  427.636267,  0.000004,3.500000e+01,2.600000e+07,Ar II     
  427.873161,  0.000010,  427.873157,  0.000005,1.995000e+03,8.000000e+07,Ar II     
  428.410222,  0.000010,  428.410232,  0.000007,6.800000e+01,1.320000e+07,Ar II     
  428.756270,  0.000040,  428.756270,  0.000040,6.000000e+00,0.000000e+00,Ar II     
  429.917230,  0.000070,  429.917350,  0.000030,1.500000e+01,0.000000e+00,Ar II     
  430.131100,  0.001000,  430.131100,  0.001000,1.000000e+02,3.770000e+05,Ar I      
  430.165900,  0.000800,  430.166410,  0.000030,2.000000e+00,0.000000e+00,Ar II     
  430.185909,  0.000010,  430.185910,  0.000006,8.500000e+01,5.700000e+06,Ar II     
  431.030511,  0.000010,  431.030512,  0.000006,9.300000e+01,0.000000e+00,Ar II     
  431.045055,  0.000010,  431.045062,  0.000007,1.200000e+02,0.000000e+00,Ar II     
  432.855320,  0.000040,  432.855328,  0.000011,3.000000e+00,0.000000e+00,Ar II     
  433.065590,  0.000110,  433.065570,  0.000040,8.000000e+00,0.000000e+00,Ar II     
  433.241703,  0.000010,  433.241698,  0.000006,6.030000e+02,5.740000e+07,Ar II     
  433.324754,  0.000010,  433.324757,  0.000009,1.620000e+02,1.920000e+07,Ar II     
  433.477900,  0.001000,  433.478000,  0.001000,1.000000e+02,5.700000e+05,Ar I      
  433.655700,  0.001000,  433.655700,  0.001000,5.000000e+01,3.900000e+05,Ar I      
  433.828990,  0.000020,  433.828983,  0.000011,5.400000e+01,3.400000e+07,Ar II     
  433.945090,  0.000200,  433.945046,  0.000011,6.000000e+00,0.000000e+00,Ar II     
  434.639000,  0.001000,  434.638900,  0.001000,2.500000e+01,3.000000e+05,Ar I      
  434.711850,  0.000140,  434.711749,  0.000009,9.000000e+00,0.000000e+00,Ar II     
  434.928576,  0.000010,  434.928580,  0.000008,1.995000e+03,1.171000e+08,Ar II     
  435.342805,  0.000010,  435.342808,  0.000013,2.000000e+02,2.120000e+07,Ar II     
  435.971650,  0.000040,  435.971625,  0.000008,3.000000e+00,1.800000e+05,Ar II     
  436.329195,  0.000010,  436.329197,  0.000006,7.800000e+01,5.500000e+06,Ar II     
  436.905887,  0.000010,  436.905888,  0.000011,1.290000e+02,0.000000e+00,Ar II     
  437.198114,  0.000010,  437.198119,  0.000006,6.170000e+02,6.600000e+07,Ar II     
  437.255689,  0.000010,  437.255693,  0.000008,3.550000e+02,2.210000e+07,Ar II     
  437.371750,  0.000120,  437.371833,  0.000006,1.000000e+01,0.000000e+00,Ar II     
  437.608670,  0.000040,  437.608710,  0.000004,3.000000e+01,0.000000e+00,Ar II     
  437.718361,  0.000010,  437.718363,  0.000006,2.090000e+02,2.050000e+07,Ar II     
  438.044330,  0.000170,  438.044404,  0.000006,1.100000e+01,0.000000e+00,Ar II     
  438.089709,  0.000010,  438.089708,  0.000010,5.500000e+02,1.004000e+08,Ar II     
  438.111114,  0.000010,  438.111122,  0.000006,7.940000e+02,0.000000e+00,Ar II     
  438.416100,  0.000200,  438.416490,  0.000190,5.000000e+00,0.000000e+00,Ar II     
  438.498620,  0.000090,  438.498470,  0.000008,1.400000e+01,1.100000e+06,Ar II     
  438.628851,  0.000010,  438.628854,  0.000008,1.170000e+02,0.000000e+00,Ar II     
  438.819810,  0.000040,  438.819800,  0.000040,5.000000e+00,0.000000e+00,Ar II     
  439.585700,  0.000800,  439.585439,  0.000008,3.000000e+00,6.000000e+05,Ar II     
  439.903300,  0.000300,  439.903220,  0.000040,5.000000e+00,0.000000e+00,Ar II     
  440.133237,  0.000010,  440.133234,  0.000008,2.570000e+02,1.600000e+07,Ar II     
  440.222220,  0.000010,  440.222218,  0.000008,8.710000e+03,3.040000e+07,Ar II     
  440.613910,  0.000060,  440.613960,  0.000030,1.800000e+01,0.000000e+00,Ar II     
  440.770720,  0.000060,  440.770740,  0.000060,1.000000e+01,0.000000e+00,Ar II     
  441.414280,  0.000040,  441.414257,  0.000008,3.000000e+00,6.100000e+06,Ar II     
  442.215330,  0.000030,  442.215351,  0.000012,4.700000e+01,3.100000e+06,Ar II     
  442.724360,  0.000010,  442.724360,  0.000004,1.514000e+03,8.170000e+07,Ar II     
  443.143240,  0.000010,  443.143252,  0.000008,6.610000e+02,5.690000e+07,Ar II     
  443.224001,  0.000010,  443.224001,  0.000008,2.510000e+02,1.090000e+07,Ar II     
  443.508256,  0.000010,  443.508275,  0.000018,1.200000e+02,0.000000e+00,Ar II     
  443.936330,  0.000040,  443.936297,  0.000020,7.000000e+00,0.000000e+00,Ar II     
  444.005400,  0.000800,  444.005556,  0.000012,1.000000e+00,0.000000e+00,Ar II     
  444.070744,  0.000010,  444.070744,  0.000008,9.500000e+01,0.000000e+00,Ar II     
  444.112510,  0.000040,  444.112568,  0.000006,2.200000e+01,0.000000e+00,Ar II     
  444.136780,  0.000090,  444.136762,  0.000006,1.300000e+01,0.000000e+00,Ar II     
  444.709400,  0.000200,  444.709594,  0.000022,5.000000e+00,0.000000e+00,Ar II     
  444.970740,  0.000060,  444.970805,  0.000008,1.400000e+01,0.000000e+00,Ar II     
  445.012793,  0.000010,  445.012799,  0.000006,1.660000e+02,6.500000e+07,Ar II     
  445.045000,  0.002000,  445.045500,  0.001400,7.000000e+00,0.000000e+00,Ar III    
  445.077000,  0.000300,  445.076930,  0.000030,7.000000e+00,0.000000e+00,Ar II     
  445.780000,  0.002000,  445.780160,  0.000018,1.000000e+00,0.000000e+00,Ar II     
  446.180770,  0.000040,  446.180897,  0.000008,3.500000e+01,1.500000e+06,Ar II     
  447.601475,  0.000010,  447.601481,  0.000008,3.470000e+02,2.900000e+07,Ar II     
  448.306791,  0.000010,  448.306797,  0.000006,6.460000e+02,4.550000e+07,Ar II     
  449.224120,  0.000020,  449.224129,  0.000006,4.800000e+01,4.600000e+06,Ar II     
  449.979930,  0.000050,  449.980020,  0.000030,2.500000e+01,0.000000e+00,Ar II     
  450.418960,  0.000030,  450.419020,  0.000040,4.200000e+01,0.000000e+00,Ar II     
  451.122200,  0.000800,  451.122920,  0.000030,2.000000e+00,0.000000e+00,Ar II     
  451.199800,  0.001000,  451.199900,  0.001000,1.000000e+02,1.180000e+06,Ar I      
  451.880320,  0.000040,  451.880236,  0.000010,4.000000e+00,0.000000e+00,Ar II     
  452.359100,  0.001000,  452.359200,  0.001000,2.000000e+01,9.000000e+04,Ar I      
  453.182258,  0.000010,  453.182247,  0.000006,6.300000e+01,2.100000e+06,Ar II     
  453.676220,  0.000040,  453.676219,  0.000006,2.100000e+01,7.400000e+06,Ar II     
  453.891320,  0.000100,  453.891460,  0.000030,1.300000e+01,0.000000e+00,Ar II     
  453.998270,  0.000040,  453.998306,  0.000012,4.000000e+00,0.000000e+00,Ar II     
  454.514410,  0.000120,  454.514298,  0.000004,1.000000e+01,0.000000e+00,Ar II     
  454.632581,  0.000010,  454.632587,  0.000006,1.738000e+03,4.710000e+07,Ar II     
  454.903310,  0.000080,  454.903321,  0.000006,2.000000e+01,7.700000e+06,Ar II     
  454.984000,  0.002000,  454.982680,  0.000170,2.000000e+00,0.000000e+00,Ar III    
  456.229080,  0.000120,  456.229118,  0.000017,7.000000e+00,0.000000e+00,Ar II     
  456.568480,  0.000040,  456.568472,  0.000008,4.200000e+01,2.900000e+07,Ar II     
  456.649000,  0.002000,  456.648500,  0.000400,8.000000e+00,0.000000e+00,Ar III    
  457.417600,  0.000800,  457.417280,  0.000006,2.000000e+00,0.000000e+00,Ar II     
  458.063257,  0.000010,  458.063262,  0.000006,8.710000e+02,8.000000e+07,Ar II     
  458.918100,  0.000800,  458.917642,  0.000008,3.000000e+00,3.000000e+05,Ar II     
  459.118366,  0.000010,  459.118365,  0.000006,2.570400e+04,6.640000e+07,Ar II     
  459.473460,  0.000040,  459.473530,  0.000030,4.000000e+00,0.000000e+00,Ar II     
  459.738500,  0.001000,  459.738400,  0.001000,1.500000e+01,9.500000e+04,Ar I      
  460.005091,  0.000010,  460.005098,  0.000006,1.820000e+02,6.700000e+06,Ar II     
  461.085816,  0.000010,  461.085819,  0.000006,2.291000e+03,7.890000e+07,Ar II     
  461.253490,  0.000160,  461.253610,  0.000030,9.000000e+00,0.000000e+00,Ar II     
  462.973700,  0.001000,  462.973700,  0.001000,7.000000e+00,3.830000e+04,Ar I      
  463.853098,  0.000010,  463.853097,  0.000006,1.480000e+02,7.100000e+06,Ar II     
  465.920495,  0.000010,  465.920495,  0.000007,1.445000e+03,8.920000e+07,Ar II     
  466.756600,  0.000800,  466.756986,  0.000020,1.000000e+00,0.000000e+00,Ar II     
  468.280740,  0.000040,  468.280715,  0.000007,5.000000e+00,0.000000e+00,Ar II     
  468.358640,  0.000040,  468.358637,  0.000007,2.100000e+01,8.000000e+05,Ar II     
  468.893000,  0.002000,  468.890480,  0.000130,5.000000e+00,0.000000e+00,Ar III    
  470.363200,  0.001000,  470.363200,  0.001000,1.500000e+01,1.090000e+05,Ar I      
  470.467370,  0.000080,  470.467320,  0.000040,1.500000e+01,0.000000e+00,Ar II     
  471.214110,  0.000040,  471.214172,  0.000007,1.400000e+01,5.000000e+05,Ar II     
  472.291220,  0.000050,  472.291155,  0.000009,3.200000e+01,1.500000e+07,Ar II     
  472.819041,  0.000010,  472.819038,  0.000007,2.344200e+04,5.880000e+07,Ar II     
  473.199500,  0.000200,  473.199488,  0.000007,7.000000e+00,0.000000e+00,Ar II     
  473.271000,  0.002000,  473.273000,  0.003000,7.000000e+00,0.000000e+00,Ar III    
  473.337668,  0.000010,  473.337670,  0.000007,2.000000e+02,6.700000e+06,Ar II     
  473.723020,  0.000010,  473.723018,  0.000009,1.000000e+03,5.800000e+07,Ar II     
  475.855000,  0.000050,  475.855028,  0.000009,5.000000e+00,0.000000e+00,Ar II     
